Customer ID,Gender,Age,Tenure in Months,Internet Type,Contract,Payment Method,Monthly Charge,Total Charges,Customer Status
4933-BSAIP,Female,39,40,,Two Year,Credit Card,19.1,780.1,Stayed
4933-IKULF,Female,71,17,,One Year,Mailed Check,20.65,330.6,Stayed
4936-YPJNK,Female,56,10,,Month-to-Month,Credit Card,19.9,199.45,Stayed
4937-QPZPO,Male,62,61,Fiber Optic,One Year,Bank Withdrawal,99.9,6241.35,Stayed
4939-KYYPY,Male,55,27,Cable,Month-to-Month,Bank Withdrawal,59.45,1611.65,Stayed
4940-KHCWD,Female,61,60,Cable,Two Year,Bank Withdrawal,37.7,2288.7,Stayed
4942-VZZOM,Male,40,64,DSL,One Year,Credit Card,66.15,4392.5,Stayed
4945-RVMTE,Female,57,28,Cable,Month-to-Month,Bank Withdrawal,59.55,1646.45,Stayed
4946-EDSEW,Female,35,11,,Month-to-Month,Credit Card,19.25,180.3,Churned
4947-DSMXK,Male,28,34,Fiber Optic,Month-to-Month,Bank Withdrawal,97.7,3410,Stayed
4948-WBBKL,Female,80,36,Fiber Optic,Two Year,Bank Withdrawal,74.9,2659.45,Stayed
4950-BDEUX,Male,47,35,DSL,Month-to-Month,Bank Withdrawal,49.2,1701.65,Stayed
4950-HKQTE,Female,47,22,,Two Year,Credit Card,26.25,605.9,Stayed
4951-UKAAQ,Female,30,4,Fiber Optic,Month-to-Month,Bank Withdrawal,88.95,355.2,Churned
4952-YSOGZ,Female,48,4,Fiber Optic,Month-to-Month,Bank Withdrawal,85.95,381.3,Churned
4955-VCWBI,Female,51,43,,One Year,Credit Card,20,817.95,Stayed
4957-SREEC,Male,38,70,,Two Year,Credit Card,-3,1458.1,Stayed
4957-TIALW,Female,26,15,Cable,One Year,Credit Card,65.6,1010,Stayed
4957-TREIR,Male,37,3,DSL,Month-to-Month,Credit Card,64.4,195.65,Joined
4958-GZWIY,Male,61,7,DSL,Month-to-Month,Bank Withdrawal,-4,340.25,Churned
4958-XCBDQ,Male,68,35,Fiber Optic,Month-to-Month,Bank Withdrawal,101.4,3496.3,Churned
4959-JOSRX,Female,41,2,Cable,Month-to-Month,Credit Card,44.6,80.55,Churned
4962-CHQPW,Male,54,29,,One Year,Mailed Check,19.85,535.05,Stayed
4967-WPNCF,Male,36,72,Cable,Two Year,Bank Withdrawal,63.7,4464.8,Stayed
4971-PUYQO,Female,48,27,Fiber Optic,Month-to-Month,Mailed Check,94.55,2724.6,Churned
4973-MGTON,Female,33,71,DSL,Two Year,Credit Card,84.4,5969.3,Stayed
4973-RLZVI,Female,52,30,DSL,One Year,Credit Card,74.65,2308.6,Stayed
4976-LNFVV,Male,65,19,DSL,Month-to-Month,Credit Card,34.3,577.15,Stayed
4979-HPRFL,Male,54,56,,Two Year,Bank Withdrawal,24.15,1402.25,Stayed
4980-URKXC,Male,26,36,,One Year,Bank Withdrawal,20.85,720.05,Stayed
4981-FLTMF,Female,35,57,DSL,Month-to-Month,Bank Withdrawal,65.2,3687.85,Stayed
4983-CCWMC,Male,43,3,Fiber Optic,Month-to-Month,Credit Card,69.6,207.4,Joined
4983-CLMLV,Female,30,52,Fiber Optic,Month-to-Month,Credit Card,102.7,5138.1,Stayed
4986-MXSFP,Female,40,2,,Month-to-Month,Mailed Check,20,40.9,Joined
4987-GQWPO,Male,48,17,DSL,Month-to-Month,Credit Card,25.1,382.8,Stayed
4988-IQIGL,Male,80,1,Fiber Optic,Month-to-Month,Bank Withdrawal,75.35,75.35,Churned
4989-LIXVT,Male,66,68,Fiber Optic,Month-to-Month,Bank Withdrawal,95.9,6503.2,Stayed
4990-ALDGW,Male,37,57,,Two Year,Credit Card,20.75,1118.8,Stayed
4992-LTJNE,Male,40,72,DSL,Two Year,Bank Withdrawal,55.3,3983.6,Stayed
4993-JCRGJ,Male,62,26,Fiber Optic,Month-to-Month,Credit Card,84.3,2281.6,Stayed
4994-OBRSZ,Male,24,14,Cable,Two Year,Bank Withdrawal,76.1,1054.8,Stayed
4998-IKFSE,Female,27,30,Fiber Optic,Month-to-Month,Bank Withdrawal,100.45,3096.9,Stayed
4999-IEZLT,Male,45,66,Cable,One Year,Credit Card,29.45,1983.15,Stayed
5002-GCQFH,Male,30,49,Fiber Optic,Month-to-Month,Bank Withdrawal,93.85,4733.1,Stayed
5003-OKNNK,Female,44,15,,One Year,Credit Card,20.35,335.95,Stayed
5003-XZWWO,Male,32,71,DSL,Two Year,Credit Card,-8,5956.85,Stayed
5006-MXVRN,Female,23,39,,Two Year,Credit Card,-10,762.45,Stayed
5010-IPEAQ,Female,29,67,Cable,Two Year,Credit Card,54.2,3623.95,Stayed
5012-YSPJJ,Male,20,31,DSL,Month-to-Month,Credit Card,54.35,1647,Stayed
5013-SBUIH,Female,63,50,Fiber Optic,Two Year,Bank Withdrawal,109.65,5551.15,Churned
5014-GSOUQ,Male,59,13,,Two Year,Credit Card,19.95,243.65,Stayed
5014-WUQMG,Male,23,47,Fiber Optic,One Year,Bank Withdrawal,96.1,4391.45,Stayed
5016-ETTFF,Male,46,10,DSL,Month-to-Month,Credit Card,29.5,255.25,Churned
5016-IBERQ,Male,28,23,Fiber Optic,Month-to-Month,Bank Withdrawal,84.25,1968.1,Stayed
5016-LIPDW,Male,45,57,,One Year,Credit Card,19.4,1061.6,Stayed
5018-GWURO,Female,25,56,Fiber Optic,Month-to-Month,Bank Withdrawal,85.6,4902.8,Stayed
5018-HEKFO,Female,51,10,,Month-to-Month,Credit Card,24.5,270.15,Stayed
5018-LXQQG,Female,47,30,DSL,Month-to-Month,Bank Withdrawal,66.3,1923.5,Stayed
5019-GQVCR,Male,74,43,Fiber Optic,Two Year,Bank Withdrawal,84.85,3645.6,Stayed
5020-ZSTTY,Female,70,54,DSL,One Year,Bank Withdrawal,82.45,4350.1,Churned
5022-JNQEQ,Female,39,9,Fiber Optic,Month-to-Month,Bank Withdrawal,75.85,647.5,Stayed
5022-KVDQT,Male,20,27,Fiber Optic,Month-to-Month,Bank Withdrawal,81.3,2272.8,Stayed
5025-GOOKI,Female,46,20,,Month-to-Month,Credit Card,18.9,347.65,Stayed
5027-QPKTE,Male,39,7,Fiber Optic,Month-to-Month,Bank Withdrawal,69.35,451.1,Churned
5027-XWQHA,Male,35,6,Cable,Month-to-Month,Bank Withdrawal,44.75,270.95,Churned
5027-YOCXN,Male,23,51,Fiber Optic,One Year,Credit Card,110.05,5686.4,Stayed
5028-GZLDO,Male,21,2,Fiber Optic,Month-to-Month,Credit Card,-2,140.7,Churned
5028-HTLJB,Male,69,1,,Month-to-Month,Credit Card,20.05,20.05,Churned
5032-MIYKT,Female,19,1,Fiber Optic,Month-to-Month,Credit Card,70.7,70.7,Joined
5032-USPKF,Female,57,38,DSL,One Year,Bank Withdrawal,84.1,3187.65,Stayed
5035-BVCXS,Male,20,11,Fiber Optic,Month-to-Month,Credit Card,75.9,866.4,Stayed
5035-PGZXH,Female,49,56,Fiber Optic,One Year,Bank Withdrawal,106.8,5914.4,Stayed
5038-ETMLM,Female,35,72,Fiber Optic,Two Year,Bank Withdrawal,113.65,8182.75,Stayed
5039-LZRQT,Female,52,13,,One Year,Mailed Check,20.2,273.25,Stayed
5043-TRZWM,Female,32,1,Fiber Optic,Month-to-Month,Bank Withdrawal,75.55,75.55,Joined
5044-LRQAQ,Female,19,7,Fiber Optic,Month-to-Month,Bank Withdrawal,69.2,477.55,Stayed
5044-XDPYX,Female,59,51,,Two Year,Mailed Check,25.5,1281.25,Stayed
5046-NUHWD,Female,69,29,Cable,One Year,Bank Withdrawal,45,1228.65,Stayed
5047-LHVLY,Male,68,1,Cable,Month-to-Month,Mailed Check,-9,50.15,Churned
5049-GLYVG,Male,56,1,,Month-to-Month,Credit Card,20.6,20.6,Churned
5049-MUBWG,Male,24,26,DSL,One Year,Bank Withdrawal,75,1908.35,Stayed
5052-PNLOS,Male,50,3,Fiber Optic,Month-to-Month,Bank Withdrawal,105.35,323.25,Churned
5054-IEXZT,Male,41,1,Fiber Optic,Month-to-Month,Bank Withdrawal,75.35,75.35,Churned
5055-BRMNE,Female,35,67,Fiber Optic,Two Year,Credit Card,106.7,7009.5,Stayed
5055-MGMGF,Female,35,65,Fiber Optic,Month-to-Month,Bank Withdrawal,105.05,6914.95,Stayed
5056-FIMPT,Female,47,43,Fiber Optic,One Year,Credit Card,106,4532.3,Stayed
5057-LCOUI,Female,35,39,DSL,Month-to-Month,Bank Withdrawal,50.75,2011.4,Churned
5057-RKGLH,Female,22,9,,Two Year,Credit Card,20.35,191.1,Stayed
5060-TQUQN,Male,19,30,Fiber Optic,Month-to-Month,Bank Withdrawal,83.55,2570.2,Stayed
5061-PBXFW,Female,49,32,DSL,Month-to-Month,Bank Withdrawal,61.4,1864.65,Stayed
5062-CJJKH,Male,63,25,DSL,One Year,Credit Card,53.65,1355.45,Stayed
5063-IUOKK,Male,56,13,,Two Year,Credit Card,19.75,265.75,Stayed
5066-GFJMM,Female,55,3,,Month-to-Month,Credit Card,19.9,45.75,Joined
5067-DGXLL,Male,35,2,,Month-to-Month,Credit Card,20.25,36.8,Joined
5067-WJEUN,Male,42,67,Cable,Two Year,Bank Withdrawal,54.2,3838.2,Stayed
5067-XJQFU,Male,77,66,Fiber Optic,One Year,Bank Withdrawal,108.45,7076.35,Stayed
5071-FBJFS,Female,61,4,Cable,Month-to-Month,Bank Withdrawal,50.3,217.1,Stayed
5073-RZGBK,Female,50,50,DSL,One Year,Bank Withdrawal,80.05,4042.2,Stayed
5073-WXOYN,Female,58,60,Cable,Month-to-Month,Bank Withdrawal,50.8,3027.4,Churned
5074-FBGHB,Male,47,64,Fiber Optic,One Year,Credit Card,104.65,6889.8,Stayed
5075-JSDKI,Female,64,59,,Two Year,Bank Withdrawal,24.45,1493.1,Stayed
5076-YVXCM,Male,55,51,Fiber Optic,Month-to-Month,Bank Withdrawal,83.4,4149.45,Stayed
5077-DXTCG,Female,37,1,Cable,Month-to-Month,Bank Withdrawal,45.3,45.3,Churned
5081-NWSUP,Female,54,10,DSL,One Year,Credit Card,64.9,685.55,Stayed
5084-OOVCJ,Female,25,17,DSL,Month-to-Month,Credit Card,55.35,920.5,Stayed
5087-SUURX,Female,46,18,Cable,Month-to-Month,Bank Withdrawal,39.05,669.85,Churned
5088-QZLRL,Male,50,1,,Month-to-Month,Bank Withdrawal,20.65,20.65,Joined
5089-IFSDP,Female,39,58,Fiber Optic,Two Year,Bank Withdrawal,109.45,6144.55,Churned
5090-EMGTC,Female,32,59,Fiber Optic,Two Year,Credit Card,100.05,6034.85,Stayed
5091-HFAZW,Female,36,2,Fiber Optic,Month-to-Month,Bank Withdrawal,91.15,168.5,Joined
5092-STPKP,Female,45,24,DSL,Month-to-Month,Credit Card,56.35,1381.2,Stayed
5093-FEGLU,Female,21,47,,Two Year,Bank Withdrawal,19.65,921.55,Stayed
5095-AESKG,Female,33,3,Fiber Optic,Month-to-Month,Credit Card,91.5,242.95,Churned
5095-ETBRJ,Female,28,55,DSL,Two Year,Credit Card,56.8,3112.05,Stayed
5099-BAILX,Male,77,43,Fiber Optic,Month-to-Month,Bank Withdrawal,110.75,4687.9,Churned
5103-MHMHY,Female,49,1,Cable,Month-to-Month,Mailed Check,45.95,45.95,Churned
5108-ADXWO,Male,30,11,Fiber Optic,Month-to-Month,Bank Withdrawal,73.5,791.75,Churned
5110-CHOPY,Female,61,60,Cable,Two Year,Bank Withdrawal,53.6,3237.05,Stayed
5115-GZDEL,Male,20,72,Cable,Two Year,Credit Card,67.2,4671.7,Stayed
5115-SQAAU,Female,55,69,,Two Year,Bank Withdrawal,25.6,1673.4,Stayed
5117-IFGPS,Male,73,29,Fiber Optic,Two Year,Bank Withdrawal,84.3,2357.75,Stayed
5117-ZSMHQ,Female,22,71,DSL,Two Year,Bank Withdrawal,89.9,6342.7,Stayed
5118-MUEYH,Female,22,48,Fiber Optic,Month-to-Month,Credit Card,105.1,5083.55,Stayed
5119-KEPFY,Male,50,36,Fiber Optic,Month-to-Month,Bank Withdrawal,95,3440.25,Stayed
5119-NZPTV,Male,70,2,Fiber Optic,Month-to-Month,Bank Withdrawal,70.1,141.65,Joined
5120-ZBLAI,Female,40,50,DSL,One Year,Bank Withdrawal,75.7,3876.2,Stayed
5122-CYFXA,Female,53,3,DSL,Month-to-Month,Bank Withdrawal,75.3,244.1,Joined
5124-EOGYE,Male,59,31,,Two Year,Credit Card,20.45,638.55,Stayed
5125-CNDSP,Male,48,63,DSL,One Year,Bank Withdrawal,40.6,2588.95,Stayed
5126-RCXYW,Male,41,54,DSL,Two Year,Credit Card,46,2424.05,Stayed
5127-BZENZ,Female,62,56,DSL,One Year,Bank Withdrawal,65.2,3512.15,Stayed
5129-HHMZC,Female,64,43,Cable,Two Year,Credit Card,86.45,3574.5,Stayed
5129-JLPIS,Male,27,25,Fiber Optic,Month-to-Month,Bank Withdrawal,105.5,2686.05,Stayed
5130-IEKQT,Male,73,25,Fiber Optic,Month-to-Month,Credit Card,105.95,2655.25,Churned
5130-YPIRV,Female,22,62,Cable,Two Year,Credit Card,72,4284.2,Stayed
5131-PONJI,Male,62,49,Fiber Optic,Month-to-Month,Credit Card,90.4,4494.65,Stayed
5133-POWUA,Male,34,1,Cable,Month-to-Month,Credit Card,45.8,45.8,Joined
5133-VRSAB,Male,47,8,Cable,Month-to-Month,Credit Card,29.35,216.45,Stayed
5134-IKDAY,Female,34,1,Fiber Optic,Month-to-Month,Bank Withdrawal,69.8,69.8,Churned
5135-GRQJV,Male,75,72,Fiber Optic,Two Year,Mailed Check,114.5,8331.95,Stayed
5135-RDDQL,Female,37,63,DSL,Two Year,Bank Withdrawal,50.65,3221.25,Stayed
5136-GFPMB,Male,44,54,Fiber Optic,Month-to-Month,Credit Card,89.4,4869.5,Stayed
5136-KCKGI,Female,22,33,Fiber Optic,One Year,Mailed Check,103.7,3467,Churned
5136-RGMZO,Male,39,31,Cable,Month-to-Month,Bank Withdrawal,71.05,2168.15,Stayed
5138-WVKYJ,Male,51,10,Fiber Optic,Month-to-Month,Bank Withdrawal,98.55,1008.55,Churned
5140-FOMCQ,Female,52,59,Fiber Optic,One Year,Credit Card,109.15,6557.75,Stayed
5141-ZUVBH,Female,46,9,Fiber Optic,Month-to-Month,Bank Withdrawal,93,870.25,Stayed
5143-EGQFK,Female,76,10,Cable,Month-to-Month,Bank Withdrawal,29.65,291.4,Churned
5143-WMWOG,Male,62,1,,Month-to-Month,Bank Withdrawal,19.95,19.95,Churned
5144-PQCDZ,Male,55,4,,Month-to-Month,Credit Card,19.95,59.25,Stayed
5144-TVGLP,Male,68,38,Fiber Optic,Two Year,Bank Withdrawal,94.75,3653,Stayed
5146-CBVOE,Female,44,16,Fiber Optic,Month-to-Month,Bank Withdrawal,75.1,1212.85,Stayed
5146-YYFRZ,Male,32,67,,Two Year,Bank Withdrawal,19.95,1311.75,Stayed
5148-HKFIR,Female,49,20,,Two Year,Credit Card,19.7,406.95,Stayed
5148-ORICT,Female,23,64,Cable,Two Year,Mailed Check,74.35,4759.55,Stayed
5149-CUZUJ,Male,35,28,Fiber Optic,One Year,Bank Withdrawal,92.9,2768.35,Stayed
5149-QYTTU,Female,35,71,Fiber Optic,One Year,Credit Card,95.15,6770.85,Stayed
5149-TGWDZ,Female,48,21,Fiber Optic,One Year,Credit Card,104.55,2239.4,Stayed
5150-ITWWB,Male,65,3,Fiber Optic,Two Year,Bank Withdrawal,94.85,335.75,Joined
5150-LJNSR,Male,27,31,Fiber Optic,One Year,Bank Withdrawal,98.05,3082.1,Stayed
5151-HQRDG,Male,57,37,DSL,Month-to-Month,Mailed Check,55.05,2030.75,Stayed
5153-LXKDT,Male,51,68,Fiber Optic,Two Year,Bank Withdrawal,110.2,7467.5,Stayed
5153-RTHKF,Female,26,34,Fiber Optic,Month-to-Month,Bank Withdrawal,85.35,2896.6,Stayed
5154-VEKBL,Female,30,9,Cable,Month-to-Month,Mailed Check,58.5,539.85,Churned
5155-AZQPB,Female,33,28,DSL,Month-to-Month,Credit Card,49.9,1410.25,Stayed
5156-UMKOW,Female,44,3,DSL,Month-to-Month,Mailed Check,29.65,90.05,Joined
5158-RIVOP,Female,32,11,,Two Year,Credit Card,20.9,202.3,Stayed
5159-YFPKQ,Female,37,2,Fiber Optic,Month-to-Month,Bank Withdrawal,75.8,160.75,Churned
5160-UXJED,Male,27,17,Cable,One Year,Credit Card,44.6,681.4,Stayed
5161-UBZXI,Male,38,69,Fiber Optic,Two Year,Credit Card,106.35,7261.75,Stayed
5161-XEUVX,Male,23,37,Fiber Optic,Two Year,Credit Card,94.3,3460.95,Stayed
5167-GBFRE,Male,73,4,DSL,Month-to-Month,Bank Withdrawal,25.2,102.5,Churned
5167-ZFFMM,Male,64,1,Fiber Optic,Month-to-Month,Credit Card,90.85,90.85,Churned
5168-MQQCA,Female,50,72,Fiber Optic,One Year,Bank Withdrawal,108.5,8003.8,Stayed
5168-MSWXT,Male,26,8,Fiber Optic,Month-to-Month,Bank Withdrawal,94.75,759.55,Stayed
5170-PTRKA,Female,19,49,Cable,One Year,Credit Card,35.8,1782,Stayed
5171-EPLKN,Male,27,27,,Two Year,Credit Card,19.85,470,Stayed
5172-MIGPM,Male,22,4,Cable,Month-to-Month,Credit Card,65.55,237.2,Stayed
5172-RKOCB,Male,28,72,Fiber Optic,Two Year,Credit Card,108.95,7875,Stayed
5173-WXOQV,Male,38,2,DSL,Month-to-Month,Credit Card,64.2,143.65,Joined
5173-ZXXXL,Male,47,2,,One Year,Credit Card,19.95,47.7,Joined
5174-ITUMV,Male,37,67,Fiber Optic,One Year,Bank Withdrawal,105.4,6989.45,Stayed
5174-RNGBH,Female,27,9,Cable,Month-to-Month,Mailed Check,66.25,620.55,Churned
5175-AOBHI,Female,48,4,Cable,Month-to-Month,Mailed Check,46,193.6,Churned
5175-WLYXL,Male,56,22,Fiber Optic,Month-to-Month,Credit Card,78.85,1600.25,Stayed
5176-LDKUH,Female,64,48,Fiber Optic,One Year,Bank Withdrawal,75.15,3772.65,Stayed
5176-LMJXE,Female,34,47,,Two Year,Credit Card,20.55,945.7,Stayed
5176-OLSKT,Female,49,66,DSL,Two Year,Bank Withdrawal,66.9,4370.25,Stayed
5177-RVZNU,Female,28,37,,One Year,Bank Withdrawal,20.3,755.4,Stayed
5178-LMXOP,Male,71,1,Fiber Optic,Month-to-Month,Bank Withdrawal,95.1,95.1,Churned
5180-UCIIQ,Male,80,22,Cable,Month-to-Month,Mailed Check,40.05,880.2,Churned
5181-OABFK,Female,59,56,Cable,Two Year,Credit Card,61.3,3346.8,Stayed
5183-KLYEM,Female,30,72,Fiber Optic,Two Year,Credit Card,112.75,8192.6,Stayed
5183-SNMJQ,Male,32,10,Fiber Optic,Month-to-Month,Credit Card,95.1,865.1,Stayed
5186-EJEGL,Male,24,9,DSL,Month-to-Month,Credit Card,69.5,653.25,Stayed
5186-PEIZU,Female,31,35,,Month-to-Month,Bank Withdrawal,19.25,617.65,Stayed
5186-SAMNZ,Male,75,1,Fiber Optic,Month-to-Month,Bank Withdrawal,69.5,69.5,Churned
5188-HGMLP,Male,73,54,Fiber Optic,Month-to-Month,Bank Withdrawal,74,3919.15,Stayed
5192-EBGOV,Female,68,1,Fiber Optic,Month-to-Month,Bank Withdrawal,85.7,85.7,Churned
5193-QLVZB,Male,52,63,Fiber Optic,Two Year,Bank Withdrawal,104.75,6536.5,Stayed
5195-KPUNQ,Female,72,53,Fiber Optic,One Year,Credit Card,96.75,5206.55,Stayed
5196-SGOAK,Female,39,1,Fiber Optic,Month-to-Month,Bank Withdrawal,75.7,75.7,Churned
5196-WPYOW,Male,43,67,Cable,One Year,Credit Card,60.05,3994.05,Stayed
5197-LQXXH,Female,56,71,DSL,Two Year,Credit Card,83.3,5894.5,Stayed
5197-PYEPU,Female,21,42,Fiber Optic,One Year,Credit Card,94.45,3923.8,Stayed
5197-YPYBZ,Female,39,12,,Two Year,Credit Card,25.25,274.7,Stayed
5198-EFNBM,Male,66,57,Fiber Optic,One Year,Bank Withdrawal,90.65,5199.8,Stayed
5198-HQAEN,Male,50,35,Fiber Optic,One Year,Bank Withdrawal,89.7,3165.6,Stayed
5199-FPUSP,Male,64,33,Cable,One Year,Credit Card,34.05,1113.95,Stayed
5201-CBWYG,Male,60,62,,One Year,Bank Withdrawal,24.8,1476.25,Stayed
5201-FRKKS,Male,53,25,Fiber Optic,Month-to-Month,Bank Withdrawal,74.3,1952.25,Stayed
5201-USSQZ,Female,56,26,Fiber Optic,Month-to-Month,Credit Card,85.9,2196.45,Stayed
5202-IVJNU,Female,56,39,DSL,Month-to-Month,Credit Card,30.1,1131.3,Churned
5203-XEHAX,Female,55,34,DSL,One Year,Bank Withdrawal,64.35,2053.05,Stayed
5204-HMGYF,Female,32,49,DSL,One Year,Credit Card,87.2,4345,Stayed
5204-QZXPU,Male,50,19,DSL,Month-to-Month,Bank Withdrawal,39.65,733.35,Churned
5206-HPJKM,Male,64,17,DSL,Month-to-Month,Credit Card,55.5,934.15,Stayed
5206-XZZQI,Male,56,53,Fiber Optic,Month-to-Month,Credit Card,80.6,4348.1,Stayed
5207-PLSTK,Male,32,1,DSL,Month-to-Month,Credit Card,48.75,48.75,Joined
5208-FVQKB,Male,41,70,DSL,Two Year,Credit Card,67.95,4664.15,Stayed
5208-HFSBT,Female,47,2,DSL,Month-to-Month,Credit Card,55.05,102.75,Churned
5213-TWWJU,Male,26,28,Fiber Optic,Month-to-Month,Bank Withdrawal,91,2626.15,Stayed
5214-CHIWJ,Male,44,27,,One Year,Credit Card,20.3,595.05,Stayed
5214-NLTIT,Male,22,72,Fiber Optic,Two Year,Credit Card,90.8,6511.8,Stayed
5215-LNLDJ,Female,20,7,DSL,Month-to-Month,Bank Withdrawal,-7,149.05,Stayed
5216-WASFJ,Female,68,31,Fiber Optic,Two Year,Bank Withdrawal,84.85,2633.4,Stayed
5219-YIPTK,Female,46,33,Fiber Optic,Month-to-Month,Bank Withdrawal,104.4,3409.6,Churned
5220-AGAAX,Male,60,68,,Two Year,Bank Withdrawal,24,1664.3,Stayed
5222-IMUKT,Male,40,32,Fiber Optic,Month-to-Month,Bank Withdrawal,91.05,2871.5,Stayed
5222-JCXZT,Male,31,4,,Month-to-Month,Mailed Check,19,78.9,Stayed
5223-UZAVK,Male,51,64,Fiber Optic,One Year,Credit Card,100.3,6603.8,Stayed
5226-NOZFC,Male,48,26,Fiber Optic,Month-to-Month,Bank Withdrawal,85.75,2146.5,Stayed
5227-JSCFE,Male,74,71,DSL,Two Year,Credit Card,46.35,3353.4,Stayed
5228-EXCET,Male,40,13,Fiber Optic,Month-to-Month,Bank Withdrawal,80.85,1008.7,Churned
5229-DTFYB,Female,64,41,Fiber Optic,Two Year,Bank Withdrawal,98.8,3959.15,Stayed
5229-PRWKT,Male,47,8,Fiber Optic,Month-to-Month,Bank Withdrawal,86.55,649.65,Churned
5231-FIQPA,Female,53,41,,Two Year,Credit Card,19.85,810.45,Stayed
5232-NXPAY,Female,33,47,DSL,Two Year,Credit Card,74.45,3510.3,Stayed
5233-AOZUF,Female,62,29,Fiber Optic,Month-to-Month,Bank Withdrawal,74.95,2149.05,Stayed
5233-GEEAX,Male,65,8,DSL,Month-to-Month,Bank Withdrawal,29.4,221.9,Churned
5236-PERKL,Female,38,57,Fiber Optic,Two Year,Bank Withdrawal,112.95,6465,Churned
5236-XMZJY,Female,27,42,Cable,Month-to-Month,Bank Withdrawal,59.65,2536.55,Stayed
5240-CAOYT,Female,30,57,Fiber Optic,Month-to-Month,Bank Withdrawal,87.55,4884.85,Stayed
5240-IJOQT,Male,69,1,Fiber Optic,Month-to-Month,Bank Withdrawal,74.7,74.7,Churned
5242-UOWHD,Male,24,45,,Two Year,Credit Card,20.35,929.2,Stayed
5243-SAOTC,Male,36,54,Fiber Optic,Month-to-Month,Bank Withdrawal,79.85,4308.25,Stayed
5244-IRFIH,Male,72,33,Fiber Optic,Month-to-Month,Bank Withdrawal,94.5,3105.55,Churned
5245-VDBUR,Female,58,52,DSL,One Year,Credit Card,35.45,1958.95,Stayed
5248-KWLAR,Male,31,71,DSL,Two Year,Bank Withdrawal,90.35,6325.25,Stayed
5248-RPYWW,Female,78,72,Cable,Two Year,Bank Withdrawal,90.15,6716.45,Stayed
5248-YGIJN,Male,36,72,DSL,Two Year,Credit Card,90.25,6369.45,Stayed
5249-QYHEX,Female,27,40,,Two Year,Credit Card,24.8,1024.7,Stayed
5256-SKJGO,Female,48,64,DSL,Two Year,Bank Withdrawal,54.6,3423.5,Stayed
5260-UMPWX,Female,41,26,,Month-to-Month,Credit Card,20.25,493.95,Stayed
5261-QSHQM,Female,31,4,DSL,Month-to-Month,Bank Withdrawal,24.45,86.6,Churned
5266-PFRQK,Male,47,52,,One Year,Credit Card,20.85,1071.6,Stayed
5268-DSMNQ,Female,65,62,Fiber Optic,One Year,Credit Card,97.95,5936.55,Stayed
5269-NRGDP,Male,54,42,DSL,One Year,Bank Withdrawal,73.15,3088.25,Stayed
5271-DBYSJ,Male,80,11,Fiber Optic,Month-to-Month,Credit Card,79.15,827.7,Stayed
5271-YNWVR,Male,48,68,Fiber Optic,Two Year,Bank Withdrawal,113.15,7856,Churned
5274-XHAKY,Female,19,41,Fiber Optic,Month-to-Month,Bank Withdrawal,94.3,3893.6,Stayed
5275-PMFUT,Male,52,72,DSL,Two Year,Credit Card,64.8,4719.75,Stayed
5275-SQEIZ,Male,64,1,Fiber Optic,Month-to-Month,Credit Card,80.85,80.85,Churned
5276-KQWHG,Female,74,2,Fiber Optic,Month-to-Month,Bank Withdrawal,69.6,131.65,Churned
5277-ZLOOR,Female,78,2,Fiber Optic,Month-to-Month,Bank Withdrawal,85.55,187.45,Churned
5278-PNYOX,Female,49,49,Fiber Optic,Two Year,Credit Card,100.65,4917.75,Stayed
5281-BUZGT,Male,69,36,Fiber Optic,Month-to-Month,Bank Withdrawal,90.85,3186.7,Churned
5285-MVEHD,Female,35,56,Fiber Optic,One Year,Credit Card,105.6,6068.65,Stayed
5286-YHCVC,Male,58,72,Fiber Optic,Two Year,Bank Withdrawal,104.8,7470.1,Stayed
5287-QWLKY,Male,79,71,Fiber Optic,Month-to-Month,Credit Card,105.1,7548.1,Churned
5288-AHOUP,Male,71,11,Fiber Optic,Two Year,Bank Withdrawal,78.5,874.2,Stayed
5293-WXJAK,Female,73,11,Fiber Optic,Month-to-Month,Bank Withdrawal,104.05,1133.65,Churned
5294-CDGWY,Male,51,51,DSL,One Year,Bank Withdrawal,59.3,3014.65,Churned
5294-DMSFH,Female,32,29,Fiber Optic,Month-to-Month,Credit Card,87.8,2621.75,Stayed
5294-IMHHT,Male,44,53,Fiber Optic,One Year,Bank Withdrawal,97.75,5043.2,Stayed
5295-PCJOO,Male,44,4,Cable,Month-to-Month,Bank Withdrawal,49.4,184.4,Churned
5296-BFCYD,Male,35,46,,Two Year,Mailed Check,20.1,936.85,Stayed
5296-PSYVW,Female,41,72,,Two Year,Bank Withdrawal,24.55,1750.7,Stayed
5297-MDOIR,Female,20,63,Fiber Optic,One Year,Credit Card,81.15,5224.5,Stayed
5298-GSTLM,Female,74,60,Fiber Optic,One Year,Bank Withdrawal,101.4,6176.6,Stayed
5299-RULOA,Female,62,10,Fiber Optic,Month-to-Month,Bank Withdrawal,100.25,1064.65,Churned
5299-SJCZT,Male,57,3,Fiber Optic,Month-to-Month,Bank Withdrawal,101.55,298.35,Churned
5301-GAUUY,Male,31,32,Fiber Optic,Month-to-Month,Bank Withdrawal,80.35,2596.15,Churned
5302-BDJNT,Male,27,35,Fiber Optic,Month-to-Month,Bank Withdrawal,95.5,3418.2,Stayed
5304-EFJLP,Male,72,72,Fiber Optic,Two Year,Bank Withdrawal,111.65,8022.85,Stayed
